Location_ID,City,State,Area,Latitude,Longitude,Road_Type,Transport_Mode,Passenger_Count,Passenger_Demand,Vehicle_Count,Road_Occupancy_Percent,Traffic_Status,Traffic_Speed_kmh,Weather_Condition,Parking_Availability_Percent,Emission_Level_g_km,Average_Travel_Time_Min,Date
GEO-0325,Pune,Maharashtra,South,18.503112,73.875776,Main Road,Bus,55,77,329,43.25,High,18,Clear,26.17,64.31,59,2026-08-04 08:00:00
GEO-0326,Delhi,Delhi,West,28.643553,77.152366,Highway,Bus,931,919,30,95.78,High,20,Clear,52.29,183.69,6,2026-03-24 14:00:00
GEO-0327,Bengaluru,Karnataka,Central,13.008093,77.59703,Main Road,Taxi,834,1047,250,96.08,High,34,Rain,70.51,134.3,22,2026-05-20 06:00:00
GEO-0328,Bengaluru,Karnataka,Central,12.91761,77.624357,Main Road,Taxi,679,980,267,29.15,High,18,Cloudy,61.15,27.04,11,2026-05-04 12:00:00
GEO-0329,Indore,Madhya Pradesh,North,22.690316,75.852728,Main Road,Bus,776,815,90,43.68,Moderate,30,Cloudy,95.76,61.19,14,2026-06-11 12:00:00
GEO-0330,Ahmedabad,Gujarat,East,22.988572,72.607492,Main Road,Metro,487,375,151,57.96,Low,24,Hazy,37.32,129.67,32,2026-01-30 11:00:00
GEO-0331,Visakhapatnam,Andhra Pradesh,East,17.6624,83.218294,Expressway,E-Rickshaw,386,419,425,30.8,High,29,Hazy,71.67,174.03,52,2026-04-26 02:00:00
GEO-0332,Lucknow,Uttar Pradesh,West,26.808684,80.962362,City Road,Train,191,197,421,94.79,Moderate,34,Cloudy,66.46,96.9,21,2026-07-13 04:00:00
GEO-0333,Bengaluru,Karnataka,East,13.010367,77.597505,Ring Road,Auto,436,588,199,63.51,Moderate,51,Hazy,94.66,126.66,19,2026-06-15 07:00:00
GEO-0334,Mumbai,Maharashtra,Central,19.069677,72.78391,Ring Road,Train,175,136,418,68.79,Severe,15,Hazy,49.45,44.79,51,2026-05-12 13:00:00
GEO-0335,Ahmedabad,Gujarat,South,22.999772,72.584962,Ring Road,Taxi,248,321,46,22.23,High,19,Cloudy,57.65,158.9,11,2026-06-13 06:00:00
GEO-0336,Coimbatore,Tamil Nadu,South,11.030483,76.965119,Main Road,Train,880,998,24,95.12,Low,12,Cloudy,5.56,208.48,49,2026-06-15 22:00:00
GEO-0337,Indore,Madhya Pradesh,East,22.765454,75.894756,Main Road,Auto,396,565,259,83.35,Moderate,49,Rain,91.2,241.08,30,2026-03-09 02:00:00
GEO-0338,Kochi,Kerala,North,9.964698,76.243013,Highway,Bus,835,656,459,92.09,Moderate,38,Clear,66.98,138.77,14,2026-02-17 02:00:00
GEO-0339,Delhi,Delhi,West,28.646226,77.190401,Main Road,Bus,33,45,436,22.11,High,22,Cloudy,90.45,56.22,13,2026-04-01 03:00:00
GEO-0340,Kolkata,West Bengal,North,22.591146,88.391488,City Road,Train,76,88,449,69.3,Moderate,55,Clear,86.76,36.45,17,2026-02-07 02:00:00
GEO-0341,Surat,Gujarat,South,21.118423,72.793314,City Road,Train,188,192,329,35.01,High,25,Rain,14.05,164.36,36,2026-02-01 07:00:00
GEO-0342,Kochi,Kerala,North,9.910635,76.292438,City Road,Auto,492,523,434,88.8,High,33,Clear,58.9,210.65,5,2026-07-05 13:00:00
GEO-0343,Lucknow,Uttar Pradesh,East,26.772859,80.929963,Highway,Train,470,680,463,18.05,Severe,19,Rain,67.26,235.9,19,2026-05-06 10:00:00
GEO-0344,Hyderabad,Telangana,South,17.344175,78.487371,Highway,Metro,488,577,302,92.02,High,23,Rain,73.01,88.4,34,2026-06-08 03:00:00
GEO-0345,Hyderabad,Telangana,Central,17.391695,78.567229,Expressway,Auto,593,461,428,29.83,Moderate,44,Hazy,52.44,195.91,43,2026-06-06 05:00:00
GEO-0346,Mumbai,Maharashtra,East,19.128896,72.872524,Ring Road,E-Rickshaw,416,420,399,43.71,Low,51,Cloudy,82.1,56.62,28,2026-03-10 15:00:00
GEO-0347,Pune,Maharashtra,North,18.480977,73.912379,Main Road,Taxi,768,698,147,64.85,Moderate,43,Clear,48.35,80.21,38,2026-05-29 18:00:00
GEO-0348,Kochi,Kerala,East,9.873508,76.226679,Expressway,Bus,194,262,157,41.4,Moderate,51,Clear,25.28,187.26,9,2026-02-06 00:00:00
GEO-0349,Surat,Gujarat,Central,21.222737,72.763376,Ring Road,Train,838,1184,451,31.99,Severe,8,Hazy,29.78,224.88,55,2026-03-12 13:00:00
GEO-0350,Kolkata,West Bengal,South,22.543731,88.418521,Expressway,Bus,319,280,159,16.09,High,27,Cloudy,19.0,20.71,32,2026-05-24 13:00:00
GEO-0351,Chennai,Tamil Nadu,South,13.171408,80.302947,City Road,E-Rickshaw,621,615,344,44.4,Low,56,Hazy,82.6,195.29,33,2026-07-03 13:00:00
GEO-0352,Jaipur,Rajasthan,West,26.885497,75.844607,Highway,Taxi,139,149,16,77.14,Moderate,48,Rain,58.89,25.64,50,2026-06-19 21:00:00
GEO-0353,Mumbai,Maharashtra,North,19.135014,72.884637,City Road,E-Rickshaw,228,217,331,73.18,Severe,5,Clear,3.47,54.6,5,2026-01-30 22:00:00
GEO-0354,Indore,Madhya Pradesh,West,22.767843,75.892791,Highway,Metro,664,950,377,22.5,High,27,Hazy,78.52,40.4,40,2026-06-28 15:00:00
GEO-0355,Pune,Maharashtra,Central,18.450804,73.965759,Expressway,Metro,967,1077,454,57.92,Low,59,Rain,32.12,178.84,18,2026-07-04 14:00:00
GEO-0356,Mumbai,Maharashtra,East,19.121297,72.872504,Main Road,Train,209,182,309,20.16,Moderate,55,Clear,73.32,40.04,8,2026-01-18 20:00:00
GEO-0357,Bengaluru,Karnataka,Central,12.962731,77.636285,Ring Road,Train,764,656,446,80.74,Moderate,54,Rain,72.0,208.44,24,2026-07-02 19:00:00
GEO-0358,Lucknow,Uttar Pradesh,East,26.804625,81.013279,Ring Road,Train,958,876,259,22.18,Severe,19,Hazy,35.7,122.88,34,2026-04-23 02:00:00
GEO-0359,Delhi,Delhi,South,28.710674,77.073126,Expressway,E-Rickshaw,387,330,165,39.64,Moderate,35,Hazy,47.39,166.37,15,2026-01-03 09:00:00
GEO-0360,Jaipur,Rajasthan,East,26.884105,75.853507,Ring Road,Metro,322,442,409,53.95,Severe,9,Cloudy,34.53,242.14,30,2026-01-09 00:00:00
GEO-0361,Mumbai,Maharashtra,North,19.106603,72.91666,City Road,Train,741,673,244,45.06,Low,41,Cloudy,73.56,36.48,8,2026-02-09 16:00:00
GEO-0362,Chennai,Tamil Nadu,North,13.038854,80.288818,Main Road,Train,863,1165,355,53.84,High,32,Hazy,15.48,146.38,44,2026-06-10 08:00:00
GEO-0363,Pune,Maharashtra,North,18.470534,73.871565,Highway,Train,197,262,120,65.96,Moderate,34,Hazy,0.44,96.19,31,2026-03-03 00:00:00
GEO-0364,Chennai,Tamil Nadu,West,12.996048,80.279844,Highway,Auto,168,239,165,66.68,High,33,Hazy,97.61,47.54,11,2026-03-07 23:00:00
GEO-0365,Lucknow,Uttar Pradesh,North,26.869413,80.898922,Highway,E-Rickshaw,188,271,254,90.84,Severe,18,Hazy,59.4,22.16,27,2026-07-11 05:00:00
GEO-0366,Delhi,Delhi,West,28.625804,77.193896,Main Road,Taxi,506,603,282,65.91,High,30,Cloudy,9.22,92.49,29,2026-02-17 08:00:00
GEO-0367,Visakhapatnam,Andhra Pradesh,West,17.666775,83.201978,City Road,Taxi,821,933,389,27.05,High,33,Cloudy,89.82,153.91,29,2026-07-22 16:00:00
GEO-0368,Surat,Gujarat,Central,21.207165,72.815403,Ring Road,E-Rickshaw,295,339,210,75.7,Moderate,47,Cloudy,87.98,23.28,17,2026-06-10 00:00:00
GEO-0369,Hyderabad,Telangana,West,17.379978,78.585134,City Road,Metro,812,682,55,51.64,Severe,19,Clear,2.57,234.93,50,2026-02-19 23:00:00
GEO-0370,Surat,Gujarat,Central,21.17303,72.847532,Ring Road,Bus,251,336,311,77.77,Moderate,55,Rain,25.56,197.57,54,2026-06-17 06:00:00
GEO-0371,Indore,Madhya Pradesh,North,22.718106,75.903235,Ring Road,Train,849,742,176,25.71,High,30,Clear,8.56,236.83,40,2026-01-19 05:00:00
GEO-0372,Lucknow,Uttar Pradesh,East,26.842775,80.896812,Main Road,Bus,987,821,289,96.97,High,33,Cloudy,80.32,58.55,41,2026-02-28 08:00:00
GEO-0373,Indore,Madhya Pradesh,East,22.700964,75.884925,Highway,Metro,901,874,127,72.83,Moderate,50,Cloudy,63.88,80.84,60,2026-07-07 00:00:00
GEO-0374,Surat,Gujarat,Central,21.204402,72.834784,Ring Road,Bus,866,1173,343,28.0,Moderate,54,Cloudy,90.12,109.23,48,2026-03-13 20:00:00
GEO-0375,Pune,Maharashtra,North,18.584553,73.85687,Main Road,Auto,971,898,483,41.88,Moderate,52,Rain,41.93,82.44,26,2026-05-29 21:00:00
GEO-0376,Mumbai,Maharashtra,West,19.085152,72.852469,Expressway,Taxi,136,147,328,33.71,High,29,Cloudy,84.15,49.98,18,2026-07-26 10:00:00
GEO-0377,Chennai,Tamil Nadu,East,13.1313,80.239159,Ring Road,Train,62,84,281,34.58,Low,9,Cloudy,44.8,152.39,46,2026-07-18 06:00:00
GEO-0378,Pune,Maharashtra,North,18.424079,73.844264,City Road,Taxi,752,791,188,53.18,Severe,10,Rain,22.46,27.75,46,2026-03-21 18:00:00
GEO-0379,Mumbai,Maharashtra,North,19.067939,72.978487,City Road,Auto,31,45,195,73.4,Low,15,Cloudy,73.07,48.67,28,2026-05-03 02:00:00
GEO-0380,Kochi,Kerala,Central,10.009195,76.240739,City Road,Auto,641,887,165,52.05,Severe,15,Clear,77.63,112.18,53,2026-01-22 17:00:00
GEO-0381,Mumbai,Maharashtra,North,19.053864,72.915122,Main Road,Metro,564,706,373,51.98,High,15,Hazy,64.35,197.89,12,2026-07-05 03:00:00
GEO-0382,Kolkata,West Bengal,North,22.519234,88.351962,Highway,E-Rickshaw,589,570,325,89.81,High,27,Cloudy,42.31,123.99,17,2026-04-12 19:00:00
GEO-0383,Mumbai,Maharashtra,West,19.093074,72.893035,Expressway,Auto,595,518,350,56.95,High,27,Hazy,48.96,112.18,8,2026-05-14 00:00:00
GEO-0384,Coimbatore,Tamil Nadu,Central,10.994426,76.984355,City Road,Train,507,656,180,72.68,High,16,Clear,66.92,63.99,50,2026-03-01 17:00:00
GEO-0385,Coimbatore,Tamil Nadu,East,11.076828,76.863845,Highway,Bus,396,543,135,44.63,Moderate,51,Rain,91.62,247.38,52,2026-06-11 05:00:00
GEO-0386,Hyderabad,Telangana,West,17.38238,78.47604,Ring Road,Metro,577,755,492,28.09,High,20,Clear,7.51,46.18,27,2026-05-30 04:00:00
GEO-0387,Chennai,Tamil Nadu,South,13.055574,80.216628,Expressway,E-Rickshaw,935,1060,431,20.63,High,23,Rain,53.47,149.61,32,2026-04-18 09:00:00
GEO-0388,Jaipur,Rajasthan,East,26.842864,75.791041,City Road,Metro,545,439,478,98.98,Low,38,Clear,57.56,149.7,42,2026-03-17 23:00:00
GEO-0389,Kochi,Kerala,West,9.916772,76.24458,Main Road,Taxi,341,466,473,81.34,Low,53,Hazy,58.92,148.04,32,2026-05-06 14:00:00
GEO-0390,Nagpur,Maharashtra,Central,21.100106,79.112596,Expressway,Train,437,430,177,70.92,Moderate,54,Hazy,89.72,186.01,39,2026-06-27 21:00:00
GEO-0391,Mumbai,Maharashtra,North,19.063688,72.811302,Expressway,Taxi,931,1279,382,93.69,High,27,Rain,11.11,132.51,46,2026-07-23 18:00:00
GEO-0392,Kochi,Kerala,Central,9.9289,76.260299,City Road,E-Rickshaw,355,527,128,83.94,Low,15,Hazy,26.05,218.3,25,2026-03-09 12:00:00
GEO-0393,Lucknow,Uttar Pradesh,Central,26.82282,80.877444,Expressway,Bus,552,662,388,76.78,Moderate,41,Clear,58.59,98.28,59,2026-03-22 21:00:00
GEO-0394,Pune,Maharashtra,West,18.501311,73.839983,Expressway,Taxi,941,1393,292,78.37,Moderate,45,Clear,2.26,122.92,26,2026-01-23 12:00:00
GEO-0395,Coimbatore,Tamil Nadu,Central,11.058911,76.942951,City Road,Metro,300,431,80,53.29,Low,69,Rain,16.17,71.73,20,2026-04-29 23:00:00
GEO-0396,Delhi,Delhi,East,28.603204,77.223043,Main Road,Metro,571,771,381,29.15,Moderate,43,Hazy,48.13,71.04,24,2026-04-05 08:00:00
GEO-0397,Chennai,Tamil Nadu,Central,13.044242,80.355785,Ring Road,Bus,830,875,86,36.91,Moderate,54,Rain,93.33,140.96,14,2026-05-20 07:00:00
GEO-0398,Nagpur,Maharashtra,South,21.241299,79.10048,Main Road,Auto,799,1005,439,84.73,Moderate,49,Clear,58.94,110.87,55,2026-06-12 09:00:00
GEO-0399,Lucknow,Uttar Pradesh,South,26.911495,80.93129,Expressway,Bus,98,112,106,51.52,Moderate,48,Clear,48.02,81.6,31,2026-02-23 04:00:00
GEO-0400,Surat,Gujarat,East,21.192153,72.810551,City Road,Train,729,723,152,81.95,Low,21,Clear,84.01,243.69,24,2026-03-09 08:00:00
GEO-0401,Indore,Madhya Pradesh,North,22.813537,75.93155,Main Road,Train,670,636,441,49.81,Low,41,Hazy,36.38,149.03,25,2026-03-03 03:00:00
GEO-0402,Chennai,Tamil Nadu,North,13.086902,80.259745,Ring Road,E-Rickshaw,787,615,83,81.45,High,32,Clear,4.59,32.77,60,2026-01-27 07:00:00
GEO-0403,Hyderabad,Telangana,South,17.31692,78.446756,Expressway,Auto,203,282,347,48.6,High,27,Rain,8.2,249.24,7,2026-05-10 13:00:00
GEO-0404,Jaipur,Rajasthan,East,26.957341,75.772763,Highway,Bus,663,630,454,61.97,Low,22,Rain,30.79,148.29,58,2026-01-08 06:00:00
GEO-0405,Visakhapatnam,Andhra Pradesh,North,17.67057,83.128748,City Road,E-Rickshaw,797,1026,337,96.91,High,33,Cloudy,62.64,86.35,16,2026-05-02 18:00:00
GEO-0406,Surat,Gujarat,East,21.21366,72.774463,Main Road,Taxi,451,392,111,71.98,Severe,20,Cloudy,90.77,79.25,39,2026-02-19 12:00:00
GEO-0407,Bengaluru,Karnataka,West,13.004678,77.616037,City Road,Taxi,216,201,213,85.87,Severe,6,Cloudy,77.7,130.54,19,2026-03-23 22:00:00
GEO-0408,Nagpur,Maharashtra,West,21.1605,79.070572,Main Road,Metro,865,1262,484,17.83,Moderate,43,Cloudy,28.73,155.2,52,2026-02-10 18:00:00
GEO-0409,Hyderabad,Telangana,South,17.313463,78.440487,Highway,E-Rickshaw,793,606,48,49.63,High,20,Cloudy,8.79,181.02,36,2026-03-16 19:00:00
GEO-0410,Delhi,Delhi,East,28.616145,77.196231,Expressway,E-Rickshaw,732,1004,61,22.44,Low,51,Clear,86.47,206.89,53,2026-03-26 14:00:00
GEO-0411,Surat,Gujarat,South,21.154897,72.856946,Ring Road,E-Rickshaw,961,1329,72,66.88,High,16,Hazy,91.25,205.35,12,2026-03-30 10:00:00
GEO-0412,Kochi,Kerala,South,9.905193,76.302412,Highway,Taxi,26,37,41,94.68,High,30,Rain,4.07,229.47,32,2026-05-20 05:00:00
GEO-0413,Chennai,Tamil Nadu,South,13.116231,80.251516,City Road,Taxi,116,138,495,57.29,Moderate,33,Cloudy,86.96,38.15,5,2026-04-24 04:00:00
GEO-0414,Hyderabad,Telangana,South,17.341875,78.514379,Ring Road,Bus,846,988,93,23.25,Moderate,49,Cloudy,5.02,113.07,18,2026-04-21 22:00:00
GEO-0415,Surat,Gujarat,West,21.158452,72.863707,Main Road,Train,317,393,280,21.68,High,33,Hazy,78.82,137.23,38,2026-06-09 13:00:00
GEO-0416,Delhi,Delhi,East,28.57311,77.142869,Main Road,Auto,40,38,193,93.63,Moderate,40,Rain,46.31,140.09,44,2026-04-30 19:00:00
GEO-0417,Mumbai,Maharashtra,North,19.094396,72.819503,Expressway,Train,291,337,228,18.48,High,21,Hazy,85.64,48.91,29,2026-05-18 23:00:00
GEO-0418,Lucknow,Uttar Pradesh,South,26.887072,80.947014,Ring Road,Taxi,717,918,333,59.75,Low,18,Hazy,81.28,61.91,27,2026-07-17 12:00:00
GEO-0419,Bengaluru,Karnataka,Central,13.060077,77.56815,Ring Road,Taxi,32,33,119,44.67,Moderate,39,Rain,31.89,238.77,24,2026-01-07 10:00:00
GEO-0420,Delhi,Delhi,East,28.636458,77.201654,City Road,Metro,498,635,500,98.88,High,35,Cloudy,76.47,61.62,31,2026-03-14 00:00:00
GEO-0421,Visakhapatnam,Andhra Pradesh,East,17.764523,83.174446,City Road,Taxi,804,1118,140,44.75,Moderate,41,Rain,58.17,101.34,54,2026-04-29 10:00:00
GEO-0422,Hyderabad,Telangana,North,17.440279,78.468887,Highway,Metro,511,578,45,68.1,Low,5,Rain,62.31,158.9,35,2026-05-09 16:00:00
GEO-0423,Chennai,Tamil Nadu,North,13.05625,80.273942,Main Road,Bus,984,876,226,21.47,High,18,Hazy,6.62,72.85,53,2026-03-14 03:00:00
GEO-0424,Nagpur,Maharashtra,East,21.09223,79.016136,Main Road,Bus,79,85,334,97.34,Moderate,34,Rain,7.1,120.88,58,2026-07-17 17:00:00
GEO-0425,Surat,Gujarat,East,21.204392,72.802801,Highway,E-Rickshaw,60,50,24,52.1,High,35,Clear,70.04,26.08,19,2026-01-16 02:00:00
GEO-0426,Kolkata,West Bengal,Central,22.561243,88.304778,Main Road,Auto,363,307,438,51.8,High,28,Clear,79.24,214.38,59,2026-01-06 11:00:00
GEO-0427,Kochi,Kerala,East,9.903512,76.247908,Ring Road,Train,439,564,348,88.72,Low,49,Rain,4.24,75.05,9,2026-01-01 16:00:00
GEO-0428,Chennai,Tamil Nadu,South,13.114365,80.269838,Highway,Auto,832,1216,61,42.72,Severe,18,Cloudy,78.82,126.36,37,2026-02-10 20:00:00
GEO-0429,Lucknow,Uttar Pradesh,Central,26.855406,80.967532,City Road,Taxi,349,284,84,44.43,High,28,Hazy,63.67,240.63,52,2026-03-01 18:00:00
GEO-0430,Jaipur,Rajasthan,South,26.94879,75.699393,Main Road,Auto,390,325,426,78.04,Severe,17,Cloudy,99.64,64.31,49,2026-04-12 03:00:00
GEO-0431,Jaipur,Rajasthan,South,26.911689,75.754166,Highway,Auto,291,352,34,79.42,High,19,Cloudy,65.1,187.81,34,2026-02-14 08:00:00
GEO-0432,Bengaluru,Karnataka,West,13.009407,77.628146,Expressway,Taxi,53,46,142,28.68,Low,14,Hazy,94.15,178.0,48,2026-03-12 14:00:00
GEO-0433,Coimbatore,Tamil Nadu,North,11.040803,76.930376,Ring Road,E-Rickshaw,793,622,11,56.53,Severe,20,Clear,35.89,172.15,48,2026-03-31 14:00:00
GEO-0434,Kolkata,West Bengal,Central,22.551682,88.308317,Expressway,E-Rickshaw,390,465,87,51.66,Low,39,Clear,49.27,57.14,39,2026-06-16 04:00:00
GEO-0435,Bengaluru,Karnataka,South,12.886782,77.556403,City Road,Bus,469,690,217,51.82,Moderate,35,Hazy,65.08,211.39,48,2026-04-17 04:00:00
GEO-0436,Indore,Madhya Pradesh,West,22.761687,75.799498,Ring Road,Taxi,806,793,441,56.73,Low,45,Cloudy,72.49,182.51,5,2026-04-24 20:00:00
GEO-0437,Pune,Maharashtra,West,18.489362,73.894984,City Road,E-Rickshaw,547,599,52,54.77,Moderate,34,Rain,53.65,86.14,30,2026-07-12 08:00:00
GEO-0438,Lucknow,Uttar Pradesh,South,26.843631,80.891093,Ring Road,Taxi,490,383,314,61.9,Severe,11,Cloudy,38.58,66.13,12,2026-04-19 16:00:00
GEO-0439,Chennai,Tamil Nadu,South,13.138578,80.295469,Ring Road,Taxi,101,107,212,82.97,High,17,Hazy,14.63,44.21,18,2026-07-22 22:00:00
GEO-0440,Hyderabad,Telangana,North,17.418016,78.562246,Highway,E-Rickshaw,889,1202,415,76.58,Moderate,34,Hazy,95.48,70.86,59,2026-04-19 15:00:00
GEO-0441,Lucknow,Uttar Pradesh,North,26.861818,80.988584,Ring Road,Auto,735,837,138,80.24,High,30,Rain,16.32,207.26,13,2026-03-04 20:00:00
GEO-0442,Indore,Madhya Pradesh,West,22.678187,75.839428,Ring Road,Auto,478,442,222,17.27,Low,38,Clear,24.91,32.08,34,2026-02-04 03:00:00
GEO-0443,Kochi,Kerala,West,9.956808,76.307217,Ring Road,Taxi,845,956,40,69.02,High,30,Cloudy,68.11,112.18,34,2026-06-09 04:00:00
GEO-0444,Visakhapatnam,Andhra Pradesh,North,17.744636,83.265845,Ring Road,Bus,406,423,197,73.02,High,33,Clear,42.73,158.94,39,2026-05-30 22:00:00
GEO-0445,Bengaluru,Karnataka,West,12.908009,77.594303,Main Road,Metro,331,441,358,79.2,Moderate,34,Hazy,82.86,141.7,58,2026-01-08 00:00:00
GEO-0446,Ahmedabad,Gujarat,Central,23.070403,72.544615,Main Road,Taxi,137,116,329,19.17,High,35,Hazy,25.04,177.23,21,2026-03-15 19:00:00
GEO-0447,Surat,Gujarat,Central,21.236094,72.727223,Highway,Taxi,929,1000,475,28.37,Moderate,45,Rain,28.78,114.44,24,2026-02-07 19:00:00
GEO-0448,Ahmedabad,Gujarat,Central,23.035772,72.552059,Main Road,Metro,856,1143,134,76.65,Moderate,33,Hazy,64.56,27.51,29,2026-05-07 23:00:00
GEO-0449,Nagpur,Maharashtra,Central,21.097351,79.130815,Highway,Train,480,360,400,98.37,Moderate,52,Cloudy,5.75,145.07,15,2026-04-12 09:00:00
GEO-0450,Hyderabad,Telangana,North,17.427356,78.48766,Expressway,Train,834,781,361,97.53,Moderate,40,Clear,12.24,188.87,59,2026-02-25 18:00:00
GEO-0451,Mumbai,Maharashtra,North,19.050763,72.895897,Highway,Taxi,385,418,393,65.41,Severe,16,Clear,64.95,100.62,7,2026-03-29 16:00:00
GEO-0452,Jaipur,Rajasthan,East,26.954213,75.783387,Ring Road,Metro,356,427,252,34.29,Moderate,48,Cloudy,53.58,138.72,9,2026-05-07 15:00:00
GEO-0453,Chennai,Tamil Nadu,South,13.149429,80.244917,Ring Road,Train,388,387,246,38.74,Severe,9,Hazy,28.62,60.49,11,2026-06-30 20:00:00
GEO-0454,Visakhapatnam,Andhra Pradesh,West,17.662811,83.198836,City Road,Train,643,861,113,19.71,Moderate,37,Rain,59.16,217.91,22,2026-04-29 04:00:00
GEO-0455,Nagpur,Maharashtra,Central,21.206471,79.149408,Ring Road,Metro,129,149,226,99.78,Moderate,49,Cloudy,85.41,172.72,21,2026-07-25 20:00:00
GEO-0456,Chennai,Tamil Nadu,North,13.060764,80.193034,Ring Road,Auto,296,273,225,37.41,Moderate,53,Clear,5.07,159.01,56,2026-05-20 22:00:00
GEO-0457,Bengaluru,Karnataka,South,12.937626,77.655003,City Road,Taxi,232,208,153,21.19,Low,46,Hazy,59.38,152.93,7,2026-01-16 16:00:00
GEO-0458,Ahmedabad,Gujarat,West,23.045274,72.588845,Expressway,Train,759,741,152,64.47,Low,54,Cloudy,18.21,88.79,15,2026-04-28 00:00:00
GEO-0459,Kochi,Kerala,South,9.926225,76.309141,Main Road,Taxi,332,288,371,38.81,Moderate,51,Clear,93.12,89.64,14,2026-03-17 08:00:00
GEO-0460,Coimbatore,Tamil Nadu,West,11.08347,76.869991,Ring Road,Taxi,961,914,324,70.77,Moderate,50,Clear,50.03,91.43,24,2026-06-01 17:00:00
GEO-0461,Visakhapatnam,Andhra Pradesh,East,17.67012,83.217571,Highway,Bus,731,793,242,26.16,Moderate,36,Cloudy,29.45,214.74,54,2026-05-24 18:00:00
GEO-0462,Visakhapatnam,Andhra Pradesh,South,17.72065,83.280615,Highway,Auto,561,663,355,40.26,Moderate,51,Cloudy,53.9,190.79,43,2026-04-25 17:00:00
GEO-0463,Lucknow,Uttar Pradesh,East,26.846811,80.937459,Highway,E-Rickshaw,436,596,398,66.2,High,28,Clear,16.05,80.79,18,2026-07-31 05:00:00
GEO-0464,Nagpur,Maharashtra,North,21.259042,79.130162,Ring Road,Auto,838,1002,94,58.35,Moderate,41,Hazy,27.33,82.75,31,2026-07-22 23:00:00
GEO-0465,Ahmedabad,Gujarat,East,23.038874,72.556483,City Road,E-Rickshaw,53,61,400,41.53,High,31,Cloudy,4.79,68.9,14,2026-06-10 16:00:00
GEO-0466,Bengaluru,Karnataka,Central,12.962699,77.608691,City Road,Metro,151,197,437,99.96,Severe,14,Hazy,90.04,72.49,30,2026-04-21 22:00:00
GEO-0467,Bengaluru,Karnataka,North,12.997894,77.611741,Highway,E-Rickshaw,268,371,166,70.83,High,35,Hazy,76.55,245.86,32,2026-07-02 04:00:00
GEO-0468,Delhi,Delhi,Central,28.654052,77.204284,Expressway,Train,124,167,53,62.66,High,19,Clear,17.31,117.96,33,2026-02-15 10:00:00
GEO-0469,Surat,Gujarat,North,21.140287,72.805876,Ring Road,Taxi,934,919,252,46.9,Moderate,41,Rain,28.96,213.87,7,2026-05-17 02:00:00
GEO-0470,Nagpur,Maharashtra,Central,21.211259,79.08447,Ring Road,E-Rickshaw,28,23,433,69.94,High,29,Clear,0.3,65.85,54,2026-06-23 01:00:00
GEO-0471,Kolkata,West Bengal,West,22.558742,88.385403,Expressway,Auto,540,631,385,96.53,Moderate,46,Hazy,85.41,139.28,37,2026-07-08 09:00:00
GEO-0472,Delhi,Delhi,North,28.638204,77.211293,Expressway,Taxi,177,239,237,15.14,Moderate,36,Rain,4.9,153.67,15,2026-06-06 16:00:00
GEO-0473,Visakhapatnam,Andhra Pradesh,Central,17.644092,83.287302,Ring Road,Bus,93,123,176,19.02,Moderate,40,Hazy,39.44,163.05,24,2026-04-19 06:00:00
GEO-0474,Kochi,Kerala,North,9.885921,76.248658,Highway,E-Rickshaw,431,414,247,88.13,Severe,13,Hazy,57.24,33.76,25,2026-03-18 23:00:00
GEO-0475,Indore,Madhya Pradesh,Central,22.655785,75.782105,Main Road,Auto,36,29,305,76.95,Moderate,54,Hazy,66.34,136.57,7,2026-03-31 09:00:00
GEO-0476,Surat,Gujarat,West,21.160721,72.690275,Main Road,Metro,705,532,366,66.84,Severe,11,Hazy,73.8,28.12,28,2026-04-01 06:00:00
GEO-0477,Visakhapatnam,Andhra Pradesh,East,17.686014,83.141353,Main Road,Bus,850,889,195,65.0,High,17,Clear,43.05,118.28,41,2026-05-15 11:00:00
GEO-0478,Nagpur,Maharashtra,East,21.072028,79.061362,Ring Road,Train,883,674,433,74.14,Low,31,Hazy,33.64,74.19,22,2026-04-12 19:00:00
GEO-0479,Indore,Madhya Pradesh,West,22.652932,75.765969,Main Road,Train,162,138,176,29.52,High,25,Cloudy,2.18,89.37,18,2026-01-09 22:00:00
GEO-0480,Chennai,Tamil Nadu,West,13.109061,80.278797,Ring Road,Bus,826,1075,85,17.24,High,25,Cloudy,69.6,74.49,37,2026-04-22 11:00:00
GEO-0481,Lucknow,Uttar Pradesh,West,26.865401,80.989031,Main Road,Taxi,42,35,51,85.97,High,18,Cloudy,72.49,46.26,14,2026-03-07 22:00:00
GEO-0482,Kochi,Kerala,South,9.911175,76.291526,Ring Road,Train,442,632,134,91.52,Moderate,51,Cloudy,46.17,222.55,19,2026-05-09 14:00:00
GEO-0483,Coimbatore,Tamil Nadu,North,11.047369,76.90203,Expressway,Taxi,520,749,248,32.03,High,21,Cloudy,82.25,235.9,53,2026-02-24 22:00:00
GEO-0484,Kolkata,West Bengal,South,22.531963,88.40808,Expressway,Train,59,82,334,79.79,Low,19,Clear,58.64,92.72,35,2026-06-09 04:00:00
GEO-0485,Nagpur,Maharashtra,East,21.151755,79.078245,Ring Road,Auto,287,272,121,41.02,Severe,20,Rain,23.73,234.88,27,2026-02-27 12:00:00
GEO-0486,Jaipur,Rajasthan,South,26.849596,75.767889,Expressway,Taxi,35,51,42,94.14,High,22,Rain,57.97,244.66,20,2026-07-21 10:00:00
